t,mean_H2O,mean_CO2,mean_O2,mean_SUGAR,mean_ATP,mean_PROTEIN,mean_MITOGEN
2636,0.984356,0.983966,0.981216,0.988022,1.828763,0.021603,0.004122
2637,0.984356,0.983967,0.981216,0.988026,1.828747,0.021603,0.004117
2638,0.984357,0.983967,0.981215,0.988025,1.828732,0.021603,0.004118
2639,0.984357,0.983967,0.981215,0.988029,1.828717,0.021603,0.004114
2640,0.984357,0.983968,0.981215,0.988024,1.828701,0.021603,0.004119
2641,0.984358,0.983968,0.981214,0.988028,1.828686,0.021603,0.004115
2642,0.984358,0.983968,0.981214,0.988023,1.82867,0.021603,0.00412
2643,0.984358,0.983969,0.981214,0.988027,1.828655,0.021603,0.004116
2644,0.984359,0.983969,0.981213,0.988026,1.82864,0.021603,0.004116
2645,0.984359,0.983969,0.981213,0.98803,1.828624,0.021603,0.004112
2646,0.984359,0.98397,0.981213,0.98803,1.828609,0.021603,0.004112
2647,0.98436,0.98397,0.981212,0.988034,1.828594,0.021603,0.004108
2648,0.98436,0.98397,0.981212,0.988029,1.828578,0.021603,0.004114
2649,0.98436,0.983971,0.981212,0.988028,1.828563,0.021603,0.004114
2650,0.984361,0.983971,0.981211,0.988022,1.828548,0.021603,0.004119
2651,0.984361,0.983971,0.981211,0.988027,1.828532,0.021603,0.004115
2652,0.984361,0.983972,0.981211,0.988021,1.828517,0.021603,0.004121
2653,0.984362,0.983972,0.98121,0.988021,1.828502,0.021603,0.004121
2654,0.984362,0.983972,0.98121,0.988015,1.828486,0.021604,0.004126
2655,0.984362,0.983973,0.98121,0.988014,1.828471,0.021604,0.004127
2656,0.984363,0.983973,0.981209,0.988014,1.828455,0.021604,0.004128
2657,0.984363,0.983973,0.981209,0.988018,1.82844,0.021604,0.004123
2658,0.984363,0.983974,0.981209,0.988017,1.828425,0.021604,0.004124
2659,0.984364,0.983974,0.981208,0.988022,1.828409,0.021604,0.004119
2660,0.984364,0.983974,0.981208,0.988021,1.828394,0.021604,0.00412
2661,0.984364,0.983975,0.981208,0.98802,1.828379,0.021604,0.00412
2662,0.984365,0.983975,0.981207,0.98802,1.828363,0.021604,0.004121
2663,0.984365,0.983975,0.981207,0.988019,1.828348,0.021604,0.004121
2664,0.984365,0.983976,0.981207,0.988019,1.828333,0.021604,0.004122
2665,0.984366,0.983976,0.981206,0.988013,1.828317,0.021604,0.004127
2666,0.984366,0.983976,0.981206,0.988012,1.828302,0.021604,0.004128
2667,0.984366,0.983977,0.981206,0.988007,1.828287,0.021604,0.004133
2668,0.984367,0.983977,0.981205,0.988006,1.828271,0.021604,0.004134
2669,0.984367,0.983977,0.981205,0.988001,1.828256,0.021604,0.004139
2670,0.984367,0.983978,0.981205,0.988,1.82824,0.021604,0.00414
2671,0.984368,0.983978,0.981204,0.987995,1.828225,0.021604,0.004145
2672,0.984368,0.983978,0.981204,0.987994,1.82821,0.021604,0.004146
2673,0.984368,0.983979,0.981204,0.987989,1.828194,0.021604,0.004151
2674,0.984369,0.983979,0.981203,0.987988,1.828179,0.021604,0.004152
2675,0.984369,0.983979,0.981203,0.987987,1.828164,0.021604,0.004152
2676,0.984369,0.98398,0.981203,0.987992,1.828148,0.021604,0.004148
2677,0.98437,0.98398,0.981202,0.987991,1.828133,0.021604,0.004148
2678,0.98437,0.98398,0.981202,0.987995,1.828118,0.021605,0.004144
2679,0.98437,0.983981,0.981202,0.987995,1.828102,0.021605,0.004144
2680,0.984371,0.983981,0.981201,0.987999,1.828087,0.021605,0.00414
2681,0.984371,0.983981,0.981201,0.987998,1.828072,0.021605,0.004141
2682,0.984371,0.983982,0.981201,0.987998,1.828056,0.021605,0.004141
2683,0.984372,0.983982,0.9812,0.987997,1.828041,0.021605,0.004142
2684,0.984372,0.983982,0.9812,0.987997,1.828025,0.021605,0.004142
2685,0.984372,0.983983,0.9812,0.988001,1.82801,0.021605,0.004138
2686,0.984373,0.983983,0.981199,0.988,1.827995,0.021605,0.004138
2687,0.984373,0.983983,0.981199,0.988004,1.827979,0.021605,0.004134
2688,0.984373,0.983984,0.981199,0.988004,1.827964,0.021605,0.004134
2689,0.984374,0.983984,0.981198,0.988008,1.827949,0.021605,0.00413
2690,0.984374,0.983984,0.981198,0.988007,1.827933,0.021605,0.004131
2691,0.984374,0.983985,0.981198,0.988012,1.827918,0.021605,0.004126
2692,0.984375,0.983985,0.981197,0.988011,1.827903,0.021605,0.004127
2693,0.984375,0.983985,0.981197,0.988015,1.827887,0.021605,0.004122
2694,0.984375,0.983986,0.981197,0.98802,1.827872,0.021605,0.004118
2695,0.984376,0.983986,0.981196,0.988024,1.827857,0.021605,0.004114
2696,0.984376,0.983986,0.981196,0.988028,1.827841,0.021605,0.004109
2697,0.984376,0.983987,0.981196,0.988027,1.827826,0.021605,0.00411
2698,0.984377,0.983987,0.981195,0.988032,1.82781,0.021605,0.004106
2699,0.984377,0.983987,0.981195,0.988031,1.827795,0.021605,0.004106
2700,0.984377,0.983988,0.981195,0.98803,1.82778,0.021605,0.004107
2701,0.984378,0.983988,0.981194,0.98803,1.827764,0.021605,0.004107
2702,0.984378,0.983988,0.981194,0.988034,1.827749,0.021606,0.004103
2703,0.984378,0.983989,0.981194,0.988038,1.827734,0.021606,0.004099
2704,0.984379,0.983989,0.981193,0.988042,1.827718,0.021606,0.004094
2705,0.984379,0.983989,0.981193,0.988047,1.827703,0.021606,0.00409
2706,0.984379,0.98399,0.981193,0.988051,1.827688,0.021606,0.004086
2707,0.98438,0.98399,0.981192,0.98805,1.827672,0.021606,0.004086
2708,0.98438,0.98399,0.981192,0.988054,1.827657,0.021606,0.004082
2709,0.98438,0.983991,0.981192,0.988049,1.827642,0.021606,0.004087
2710,0.984381,0.983991,0.981191,0.988053,1.827626,0.021606,0.004083
2711,0.984381,0.983991,0.981191,0.988052,1.827611,0.021606,0.004084
2712,0.984381,0.983992,0.981191,0.988057,1.827595,0.021606,0.004079
2713,0.984382,0.983992,0.98119,0.988056,1.82758,0.021606,0.00408
2714,0.984382,0.983992,0.98119,0.988055,1.827565,0.021606,0.004081
2715,0.984382,0.983993,0.981189,0.98805,1.827549,0.021606,0.004086
2716,0.984383,0.983993,0.981189,0.988049,1.827534,0.021606,0.004087
2717,0.984383,0.983993,0.981189,0.988048,1.827519,0.021606,0.004087
2718,0.984383,0.983994,0.981188,0.988048,1.827503,0.021606,0.004088
2719,0.984384,0.983994,0.981188,0.988047,1.827488,0.021606,0.004088
2720,0.984384,0.983994,0.981188,0.988046,1.827473,0.021606,0.004089
2721,0.984384,0.983995,0.981187,0.988046,1.827457,0.021606,0.004089
2722,0.984385,0.983995,0.981187,0.98805,1.827442,0.021606,0.004085
2723,0.984385,0.983995,0.981187,0.988049,1.827427,0.021606,0.004086
2724,0.984385,0.983996,0.981186,0.988053,1.827411,0.021606,0.004081
2725,0.984386,0.983996,0.981186,0.988053,1.827396,0.021606,0.004082
2726,0.984386,0.983997,0.981186,0.988057,1.82738,0.021607,0.004078
2727,0.984386,0.983997,0.981185,0.988056,1.827365,0.021607,0.004078
2728,0.984387,0.983997,0.981185,0.98806,1.82735,0.021607,0.004074
2729,0.984387,0.983998,0.981185,0.98806,1.827334,0.021607,0.004074
2730,0.984388,0.983998,0.981184,0.988064,1.827319,0.021607,0.00407
2731,0.984388,0.983998,0.981184,0.988063,1.827304,0.021607,0.004071
2732,0.984388,0.983999,0.981184,0.988067,1.827288,0.021607,0.004066
2733,0.984389,0.983999,0.981183,0.988067,1.827273,0.021607,0.004067
2734,0.984389,0.983999,0.981183,0.988071,1.827258,0.021607,0.004063
2735,0.984389,0.984,0.981183,0.988075,1.827242,0.021607,0.004058
2736,0.98439,0.984,0.981182,0.988079,1.827227,0.021607,0.004054
2737,0.98439,0.984,0.981182,0.988084,1.827212,0.021607,0.00405
2738,0.98439,0.984001,0.981182,0.988088,1.827196,0.021607,0.004046
2739,0.984391,0.984001,0.981181,0.988092,1.827181,0.021607,0.004041
2740,0.984391,0.984001,0.981181,0.988096,1.827165,0.021607,0.004037
2741,0.984391,0.984002,0.981181,0.9881,1.82715,0.021607,0.004033
2742,0.984392,0.984002,0.98118,0.988104,1.827135,0.021607,0.004029
2743,0.984392,0.984002,0.98118,0.988104,1.827119,0.021607,0.004029
2744,0.984392,0.984003,0.98118,0.988108,1.827104,0.021607,0.004025
2745,0.984393,0.984003,0.981179,0.988107,1.827089,0.021607,0.004026
2746,0.984393,0.984003,0.981179,0.988111,1.827073,0.021607,0.004021
2747,0.984393,0.984004,0.981179,0.98811,1.827058,0.021607,0.004022
2748,0.984394,0.984004,0.981178,0.988115,1.827043,0.021607,0.004018
2749,0.984394,0.984004,0.981178,0.988114,1.827027,0.021607,0.004018
2750,0.984394,0.984005,0.981178,0.988118,1.827012,0.021608,0.004014
2751,0.984395,0.984005,0.981177,0.988117,1.826997,0.021608,0.004015
2752,0.984395,0.984005,0.981177,0.988121,1.826981,0.021608,0.004011
2753,0.984395,0.984006,0.981177,0.988121,1.826966,0.021608,0.004011
2754,0.984396,0.984006,0.981176,0.988125,1.82695,0.021608,0.004007
2755,0.984396,0.984006,0.981176,0.988124,1.826935,0.021608,0.004008
2756,0.984396,0.984007,0.981175,0.988128,1.82692,0.021608,0.004003
2757,0.984397,0.984007,0.981175,0.988127,1.826904,0.021608,0.004004
2758,0.984397,0.984007,0.981175,0.988132,1.826889,0.021608,0.004
2759,0.984397,0.984008,0.981174,0.988131,1.826874,0.021608,0.004
2760,0.984398,0.984008,0.981174,0.988135,1.826858,0.021608,0.003996
2761,0.984398,0.984009,0.981174,0.988134,1.826843,0.021608,0.003997
2762,0.984398,0.984009,0.981173,0.988138,1.826828,0.021608,0.003993
2763,0.984399,0.984009,0.981173,0.988138,1.826812,0.021608,0.003993
2764,0.984399,0.98401,0.981173,0.988137,1.826797,0.021608,0.003994
2765,0.9844,0.98401,0.981172,0.988136,1.826782,0.021608,0.003995
2766,0.9844,0.98401,0.981172,0.988135,1.826766,0.021608,0.003995
2767,0.9844,0.984011,0.981172,0.988135,1.826751,0.021608,0.003996
2768,0.984401,0.984011,0.981171,0.988134,1.826735,0.021608,0.003997
2769,0.984401,0.984011,0.981171,0.988133,1.82672,0.021608,0.003997
2770,0.984401,0.984012,0.981171,0.988132,1.826705,0.021608,0.003998
2771,0.984402,0.984012,0.98117,0.988132,1.826689,0.021608,0.003998
2772,0.984402,0.984012,0.98117,0.988131,1.826674,0.021608,0.003999
2773,0.984402,0.984013,0.98117,0.98813,1.826659,0.021609,0.004
2774,0.984403,0.984013,0.981169,0.988125,1.826643,0.021613,0.004
2775,0.984403,0.984013,0.981169,0.988124,1.826628,0.021613,0.004001
2776,0.984403,0.984014,0.981169,0.988128,1.826613,0.021613,0.003997
2777,0.984404,0.984014,0.981168,0.988127,1.826597,0.021613,0.003997
2778,0.984404,0.984014,0.981168,0.988131,1.826582,0.021613,0.003993
2779,0.984404,0.984015,0.981168,0.988131,1.826567,0.021613,0.003994
2780,0.984405,0.984015,0.981167,0.988135,1.826551,0.021614,0.00399
2781,0.984405,0.984015,0.981167,0.988139,1.826536,0.021614,0.003985
2782,0.984405,0.984016,0.981167,0.988143,1.82652,0.021614,0.003981
2783,0.984406,0.984016,0.981166,0.988147,1.826505,0.021614,0.003977
2784,0.984406,0.984016,0.981166,0.988151,1.82649,0.021614,0.003973
2785,0.984406,0.984017,0.981165,0.988155,1.826474,0.021614,0.003969
2786,0.984407,0.984017,0.981165,0.988159,1.826459,0.021614,0.003965
2787,0.984407,0.984017,0.981165,0.988163,1.826444,0.021614,0.00396
2788,0.984407,0.984018,0.981164,0.988167,1.826428,0.021614,0.003956
2789,0.984408,0.984018,0.981164,0.988171,1.826413,0.021614,0.003952
2790,0.984408,0.984019,0.981164,0.988176,1.826398,0.021614,0.003948
2791,0.984408,0.984019,0.981163,0.98818,1.826382,0.021614,0.003944
2792,0.984409,0.984019,0.981163,0.988184,1.826367,0.021614,0.003939
2793,0.984409,0.98402,0.981163,0.988188,1.826351,0.021614,0.003935
2794,0.98441,0.98402,0.981162,0.988192,1.826336,0.021614,0.003931
2795,0.98441,0.98402,0.981162,0.988196,1.826321,0.021614,0.003927
2796,0.98441,0.984021,0.981162,0.9882,1.826305,0.021614,0.003923
2797,0.984411,0.984021,0.981161,0.988204,1.82629,0.021614,0.003919
2798,0.984411,0.984021,0.981161,0.988208,1.826275,0.021614,0.003915
2799,0.984411,0.984022,0.981161,0.988212,1.826259,0.021614,0.003911
2800,0.984412,0.984022,0.98116,0.988216,1.826244,0.021614,0.003906
2801,0.984412,0.984022,0.98116,0.98822,1.826229,0.021614,0.003902
2802,0.984412,0.984023,0.98116,0.988224,1.826213,0.021614,0.003898
2803,0.984413,0.984023,0.981159,0.988228,1.826198,0.021615,0.003894
2804,0.984413,0.984023,0.981159,0.988232,1.826183,0.021615,0.00389
2805,0.984413,0.984024,0.981159,0.988231,1.826167,0.021615,0.003891
2806,0.984414,0.984024,0.981158,0.988235,1.826152,0.021615,0.003887
2807,0.984414,0.984024,0.981158,0.988234,1.826136,0.021615,0.003887
2808,0.984414,0.984025,0.981158,0.988233,1.826121,0.021615,0.003888
2809,0.984415,0.984025,0.981157,0.988232,1.826106,0.021615,0.003889
2810,0.984415,0.984025,0.981157,0.988237,1.82609,0.021615,0.003885
2811,0.984415,0.984026,0.981156,0.988236,1.826075,0.021615,0.003886
2812,0.984416,0.984026,0.981156,0.98824,1.82606,0.021615,0.003881
2813,0.984416,0.984026,0.981156,0.988239,1.826044,0.021615,0.003882
2814,0.984416,0.984027,0.981155,0.988243,1.826029,0.021615,0.003878
2815,0.984417,0.984027,0.981155,0.988247,1.826014,0.021615,0.003874
2816,0.984417,0.984028,0.981155,0.988246,1.825998,0.021615,0.003875
2817,0.984417,0.984028,0.981154,0.98825,1.825983,0.021615,0.003871
2818,0.984418,0.984028,0.981154,0.988254,1.825968,0.021615,0.003867
2819,0.984418,0.984029,0.981154,0.988258,1.825952,0.021615,0.003863
2820,0.984419,0.984029,0.981153,0.988257,1.825937,0.021615,0.003863
2821,0.984419,0.984029,0.981153,0.988261,1.825921,0.021615,0.003859
2822,0.984419,0.98403,0.981153,0.988265,1.825906,0.021615,0.003855
2823,0.98442,0.98403,0.981152,0.988264,1.825891,0.021615,0.003856
2824,0.98442,0.98403,0.981152,0.988263,1.825875,0.021615,0.003857
2825,0.98442,0.984031,0.981152,0.988262,1.82586,0.021616,0.003858
2826,0.984421,0.984031,0.981151,0.988261,1.825845,0.021616,0.003858
2827,0.984421,0.984031,0.981151,0.988265,1.825829,0.021616,0.003854
2828,0.984421,0.984032,0.981151,0.988264,1.825814,0.021616,0.003855
2829,0.984422,0.984032,0.98115,0.988268,1.825799,0.021616,0.003851
2830,0.984422,0.984032,0.98115,0.988272,1.825783,0.021616,0.003847
2831,0.984422,0.984033,0.98115,0.988267,1.825768,0.021616,0.003853
2832,0.984423,0.984033,0.981149,0.98827,1.825752,0.021616,0.003849
2833,0.984423,0.984033,0.981149,0.988274,1.825737,0.021616,0.003845
2834,0.984423,0.984034,0.981149,0.988278,1.825722,0.021616,0.00384
2835,0.984424,0.984034,0.981148,0.988277,1.825706,0.021616,0.003841
2836,0.984424,0.984034,0.981148,0.988277,1.825691,0.021616,0.003842
2837,0.984424,0.984035,0.981147,0.98828,1.825676,0.021616,0.003838
2838,0.984425,0.984035,0.981147,0.988284,1.82566,0.021616,0.003834
2839,0.984425,0.984035,0.981147,0.988288,1.825645,0.021616,0.00383
2840,0.984425,0.984036,0.981146,0.988287,1.82563,0.021616,0.003831
2841,0.984426,0.984036,0.981146,0.988287,1.825614,0.021616,0.003832
2842,0.984426,0.984037,0.981146,0.988281,1.825599,0.021616,0.003837
2843,0.984426,0.984037,0.981145,0.98828,1.825584,0.021616,0.003838
2844,0.984427,0.984037,0.981145,0.988274,1.825568,0.021616,0.003844
2845,0.984427,0.984038,0.981145,0.988278,1.825553,0.021616,0.00384
2846,0.984428,0.984038,0.981144,0.988282,1.825537,0.021616,0.003836
2847,0.984428,0.984038,0.981144,0.988286,1.825522,0.021616,0.003832
2848,0.984428,0.984039,0.981144,0.98829,1.825507,0.021617,0.003828
2849,0.984429,0.984039,0.981143,0.988294,1.825491,0.021617,0.003824
2850,0.984429,0.984039,0.981143,0.988293,1.825476,0.021621,0.00382
2851,0.984429,0.98404,0.981143,0.988297,1.825461,0.021621,0.003816
2852,0.98443,0.98404,0.981142,0.988301,1.825445,0.021621,0.003812
2853,0.98443,0.98404,0.981142,0.988305,1.82543,0.021621,0.003807
2854,0.98443,0.984041,0.981142,0.988304,1.825415,0.021621,0.003808
2855,0.984431,0.984041,0.981141,0.988298,1.825399,0.021626,0.003809
2856,0.984431,0.984041,0.981141,0.988297,1.825384,0.021626,0.00381
2857,0.984431,0.984042,0.981141,0.988291,1.825368,0.021626,0.003816
2858,0.984432,0.984042,0.98114,0.988281,1.825353,0.021631,0.003821
2859,0.984432,0.984042,0.98114,0.988275,1.825338,0.021631,0.003827
2860,0.984432,0.984043,0.98114,0.988269,1.825322,0.021631,0.003833
2861,0.984433,0.984043,0.981139,0.988263,1.825307,0.021631,0.003839
2862,0.984433,0.984043,0.981139,0.988258,1.825292,0.021631,0.003844
2863,0.984433,0.984044,0.981138,0.988252,1.825276,0.021631,0.00385
2864,0.984434,0.984044,0.981138,0.988246,1.825261,0.021631,0.003856
2865,0.984434,0.984044,0.981138,0.98824,1.825246,0.021631,0.003861
2866,0.984434,0.984045,0.981137,0.988235,1.82523,0.021631,0.003867
2867,0.984435,0.984045,0.981137,0.988229,1.825215,0.021631,0.003873
2868,0.984435,0.984046,0.981137,0.988228,1.8252,0.021632,0.003873
2869,0.984435,0.984046,0.981136,0.988222,1.825184,0.021632,0.003879
2870,0.984436,0.984046,0.981136,0.988221,1.825169,0.021632,0.00388
2871,0.984436,0.984047,0.981136,0.98822,1.825153,0.021632,0.003881
2872,0.984437,0.984047,0.981135,0.98822,1.825138,0.021632,0.003881
2873,0.984437,0.984047,0.981135,0.988219,1.825123,0.021632,0.003882
2874,0.984437,0.984048,0.981135,0.988213,1.825107,0.021632,0.003888
2875,0.984438,0.984048,0.981134,0.988212,1.825092,0.021632,0.003889
2876,0.984438,0.984048,0.981134,0.988211,1.825077,0.021632,0.003889
2877,0.984438,0.984049,0.981134,0.98821,1.825061,0.021632,0.00389
2878,0.984439,0.984049,0.981133,0.988209,1.825046,0.021632,0.003891
2879,0.984439,0.984049,0.981133,0.988209,1.825031,0.021632,0.003892
2880,0.984439,0.98405,0.981133,0.988203,1.825015,0.021632,0.003897
2881,0.98444,0.98405,0.981132,0.988202,1.825,0.021632,0.003898
2882,0.98444,0.98405,0.981132,0.988206,1.824985,0.021632,0.003894
2883,0.98444,0.984051,0.981132,0.98821,1.824969,0.021632,0.00389
2884,0.984441,0.984051,0.981131,0.988209,1.824954,0.021632,0.003891
2885,0.984441,0.984051,0.981131,0.988203,1.824938,0.021632,0.003896
2886,0.984441,0.984052,0.981131,0.988203,1.824923,0.021632,0.003897
2887,0.984442,0.984052,0.98113,0.988197,1.824908,0.021632,0.003903
2888,0.984442,0.984052,0.98113,0.988196,1.824892,0.021632,0.003903
2889,0.984442,0.984053,0.98113,0.988195,1.824877,0.021632,0.003904
2890,0.984443,0.984053,0.981129,0.988194,1.824862,0.021632,0.003905
2891,0.984443,0.984053,0.981129,0.988194,1.824846,0.021632,0.003906
2892,0.984443,0.984054,0.981129,0.988188,1.824831,0.021633,0.003911
2893,0.984444,0.984054,0.981128,0.988182,1.824816,0.021633,0.003917
2894,0.984444,0.984054,0.981128,0.988176,1.8248,0.021633,0.003922
2895,0.984444,0.984055,0.981127,0.988176,1.824785,0.021633,0.003923
2896,0.984445,0.984055,0.981127,0.98817,1.82477,0.021633,0.003929
2897,0.984445,0.984055,0.981127,0.988164,1.824754,0.021633,0.003934
2898,0.984445,0.984056,0.981126,0.988158,1.824739,0.021633,0.00394
2899,0.984446,0.984056,0.981126,0.988153,1.824723,0.021633,0.003945
2900,0.984446,0.984056,0.981126,0.988152,1.824708,0.021633,0.003946
2901,0.984446,0.984057,0.981125,0.988146,1.824693,0.021633,0.003952
2902,0.984447,0.984057,0.981125,0.988146,1.824677,0.021633,0.003952
2903,0.984447,0.984057,0.981125,0.98815,1.824662,0.021633,0.003948
2904,0.984447,0.984058,0.981124,0.988154,1.824647,0.021633,0.003944
2905,0.984448,0.984058,0.981124,0.988153,1.824631,0.021638,0.00394
2906,0.984448,0.984059,0.981124,0.988157,1.824616,0.021638,0.003936
2907,0.984448,0.984059,0.981123,0.988161,1.824601,0.021638,0.003932
2908,0.984449,0.984059,0.981123,0.988165,1.824585,0.021638,0.003927
2909,0.984449,0.98406,0.981123,0.988169,1.82457,0.021638,0.003923
2910,0.984449,0.98406,0.981122,0.988168,1.824555,0.021638,0.003924
2911,0.98445,0.98406,0.981122,0.988168,1.824539,0.021638,0.003925
2912,0.98445,0.984061,0.981122,0.988167,1.824524,0.021638,0.003926
2913,0.984451,0.984061,0.981121,0.988166,1.824508,0.021638,0.003926
2914,0.984451,0.984061,0.981121,0.988165,1.824493,0.021638,0.003927
2915,0.984451,0.984062,0.981121,0.988164,1.824478,0.021638,0.003928
2916,0.984452,0.984062,0.98112,0.988163,1.824462,0.021638,0.003928
2917,0.984452,0.984062,0.98112,0.988163,1.824447,0.021638,0.003929
2918,0.984452,0.984063,0.98112,0.988157,1.824432,0.021643,0.00393
2919,0.984453,0.984063,0.981119,0.988156,1.824416,0.021643,0.003931
2920,0.984453,0.984063,0.981119,0.988155,1.824401,0.021643,0.003931
2921,0.984453,0.984064,0.981119,0.988159,1.824386,0.021643,0.003927
2922,0.984454,0.984064,0.981118,0.988159,1.82437,0.021643,0.003928
2923,0.984454,0.984064,0.981118,0.988158,1.824355,0.021643,0.003929
2924,0.984454,0.984065,0.981118,0.988157,1.82434,0.021643,0.003929
2925,0.984455,0.984065,0.981117,0.988156,1.824324,0.021643,0.00393
2926,0.984455,0.984065,0.981117,0.988155,1.824309,0.021643,0.003931
2927,0.984455,0.984066,0.981117,0.988154,1.824293,0.021643,0.003932
2928,0.984456,0.984066,0.981116,0.988158,1.824278,0.021643,0.003928
2929,0.984456,0.984066,0.981116,0.988158,1.824263,0.021643,0.003928
