t,mean_H2O,mean_CO2,mean_O2,mean_SUGAR,mean_ATP,mean_PROTEIN,mean_MITOGEN
1562,0.984124,0.983735,0.981448,0.983711,1.846989,0.021343,0.008731
1563,0.984124,0.983735,0.981448,0.98372,1.846966,0.021343,0.008722
1564,0.984124,0.983735,0.981448,0.983729,1.846942,0.021344,0.008713
1565,0.984124,0.983735,0.981448,0.983737,1.846919,0.021344,0.008704
1566,0.984124,0.983735,0.981448,0.983746,1.846896,0.021344,0.008695
1567,0.984124,0.983735,0.981448,0.983755,1.846873,0.021344,0.008686
1568,0.984124,0.983734,0.981448,0.983764,1.84685,0.021344,0.008677
1569,0.984124,0.983734,0.981448,0.983773,1.846826,0.021344,0.008668
1570,0.984124,0.983734,0.981448,0.983782,1.846803,0.021344,0.008659
1571,0.984124,0.983734,0.981448,0.983791,1.84678,0.021344,0.00865
1572,0.984124,0.983734,0.981448,0.983799,1.846757,0.021344,0.008641
1573,0.984124,0.983734,0.981448,0.983808,1.846734,0.021344,0.008632
1574,0.984124,0.983734,0.981448,0.983817,1.846711,0.021345,0.008623
1575,0.984124,0.983734,0.981448,0.983826,1.846687,0.021345,0.008614
1576,0.984124,0.983734,0.981448,0.983835,1.846664,0.021345,0.008605
1577,0.984124,0.983734,0.981448,0.983843,1.846641,0.021345,0.008596
1578,0.984124,0.983734,0.981448,0.983852,1.846618,0.021345,0.008588
1579,0.984124,0.983734,0.981448,0.983861,1.846595,0.021345,0.008579
1580,0.984124,0.983734,0.981448,0.98387,1.846571,0.021345,0.00857
1581,0.984123,0.983734,0.981448,0.983878,1.846548,0.021345,0.008561
1582,0.984123,0.983734,0.981448,0.983887,1.846525,0.021345,0.008552
1583,0.984123,0.983734,0.981449,0.983896,1.846502,0.021346,0.008543
1584,0.984123,0.983734,0.981449,0.983905,1.846479,0.021346,0.008535
1585,0.984123,0.983734,0.981449,0.983913,1.846455,0.021346,0.008526
1586,0.984123,0.983734,0.981449,0.983922,1.846432,0.021346,0.008517
1587,0.984123,0.983734,0.981449,0.983931,1.846409,0.021346,0.008508
1588,0.984123,0.983733,0.981449,0.983939,1.846386,0.021346,0.008499
1589,0.984123,0.983733,0.981449,0.983948,1.846363,0.021346,0.008491
1590,0.984123,0.983733,0.981449,0.983957,1.84634,0.021346,0.008482
1591,0.984123,0.983733,0.981449,0.983965,1.846316,0.021346,0.008473
1592,0.984123,0.983733,0.981449,0.983974,1.846293,0.021346,0.008464
1593,0.984123,0.983733,0.981449,0.983983,1.84627,0.021347,0.008456
1594,0.984123,0.983733,0.981449,0.983991,1.846247,0.021347,0.008447
1595,0.984123,0.983733,0.981449,0.984,1.846224,0.021347,0.008438
1596,0.984123,0.983733,0.981449,0.984009,1.8462,0.021347,0.008429
1597,0.984123,0.983733,0.981449,0.984017,1.846177,0.021347,0.008421
1598,0.984123,0.983733,0.981449,0.984026,1.846154,0.021347,0.008412
1599,0.984123,0.983733,0.981449,0.984034,1.846131,0.021347,0.008403
1600,0.984123,0.983733,0.981449,0.984043,1.846108,0.021347,0.008395
1601,0.984122,0.983733,0.981449,0.984052,1.846085,0.021347,0.008386
1602,0.984122,0.983733,0.981449,0.98406,1.846061,0.021347,0.008377
1603,0.984122,0.983733,0.98145,0.984069,1.846038,0.021348,0.008369
1604,0.984122,0.983733,0.98145,0.984077,1.846015,0.021348,0.00836
1605,0.984122,0.983733,0.98145,0.984086,1.845992,0.021348,0.008351
1606,0.984122,0.983733,0.98145,0.984094,1.845969,0.021348,0.008343
1607,0.984122,0.983733,0.98145,0.984103,1.845945,0.021348,0.008334
1608,0.984122,0.983733,0.98145,0.984111,1.845922,0.021348,0.008326
1609,0.984122,0.983732,0.98145,0.984115,1.845899,0.021348,0.008322
1610,0.984122,0.983732,0.98145,0.984123,1.845876,0.021348,0.008313
1611,0.984122,0.983732,0.98145,0.984127,1.845853,0.021348,0.00831
1612,0.984122,0.983732,0.98145,0.984136,1.845829,0.021349,0.008301
1613,0.984122,0.983732,0.98145,0.984144,1.845806,0.021349,0.008292
1614,0.984122,0.983732,0.98145,0.984148,1.845783,0.021353,0.008284
1615,0.984122,0.983732,0.98145,0.984152,1.84576,0.021358,0.008275
1616,0.984122,0.983732,0.98145,0.984155,1.845737,0.021363,0.008267
1617,0.984122,0.983732,0.98145,0.984159,1.845714,0.021368,0.008258
1618,0.984122,0.983732,0.98145,0.984163,1.84569,0.021373,0.00825
1619,0.984122,0.983732,0.98145,0.984166,1.845667,0.021373,0.008246
1620,0.984122,0.983732,0.98145,0.984175,1.845644,0.021373,0.008237
1621,0.984122,0.983732,0.98145,0.984178,1.845621,0.021378,0.008229
1622,0.984121,0.983732,0.98145,0.984187,1.845598,0.021378,0.00822
1623,0.984121,0.983732,0.98145,0.984195,1.845574,0.021378,0.008212
1624,0.984121,0.983732,0.98145,0.984199,1.845551,0.021383,0.008203
1625,0.984121,0.983732,0.981451,0.984202,1.845528,0.021383,0.0082
1626,0.984121,0.983732,0.981451,0.984211,1.845505,0.021383,0.008191
1627,0.984121,0.983732,0.981451,0.984214,1.845482,0.021383,0.008188
1628,0.984121,0.983732,0.981451,0.984223,1.845459,0.021383,0.008179
1629,0.984121,0.983732,0.981451,0.984226,1.845435,0.021383,0.008176
1630,0.984121,0.983731,0.981451,0.984234,1.845412,0.021383,0.008167
1631,0.984121,0.983731,0.981451,0.984243,1.845389,0.021383,0.008159
1632,0.984121,0.983731,0.981451,0.984251,1.845366,0.021384,0.00815
1633,0.984121,0.983731,0.981451,0.984255,1.845343,0.021384,0.008147
1634,0.984121,0.983731,0.981451,0.984263,1.845319,0.021384,0.008138
1635,0.984121,0.983731,0.981451,0.984266,1.845296,0.021384,0.008135
1636,0.984121,0.983731,0.981451,0.984275,1.845273,0.021384,0.008126
1637,0.984121,0.983731,0.981451,0.984283,1.84525,0.021384,0.008118
1638,0.984121,0.983731,0.981451,0.984291,1.845227,0.021384,0.00811
1639,0.984121,0.983731,0.981451,0.9843,1.845203,0.021384,0.008101
1640,0.984121,0.983731,0.981451,0.984308,1.84518,0.021384,0.008093
1641,0.984121,0.983731,0.981451,0.984316,1.845157,0.021385,0.008085
1642,0.984121,0.983731,0.981451,0.984324,1.845134,0.021385,0.008076
1643,0.984121,0.983731,0.981451,0.984333,1.845111,0.021385,0.008068
1644,0.984121,0.983731,0.981451,0.984341,1.845088,0.021385,0.00806
1645,0.98412,0.983731,0.981451,0.984349,1.845064,0.021385,0.008051
1646,0.98412,0.983731,0.981451,0.984357,1.845041,0.021385,0.008043
1647,0.98412,0.983731,0.981452,0.984366,1.845018,0.021385,0.008035
1648,0.98412,0.983731,0.981452,0.984374,1.844995,0.021385,0.008026
1649,0.98412,0.983731,0.981452,0.984382,1.844972,0.021385,0.008018
1650,0.98412,0.983731,0.981452,0.98439,1.844948,0.021385,0.00801
1651,0.98412,0.983731,0.981452,0.984398,1.844925,0.021386,0.008001
1652,0.98412,0.983731,0.981452,0.984402,1.844902,0.021386,0.007998
1653,0.98412,0.98373,0.981452,0.984405,1.844879,0.021386,0.007995
1654,0.98412,0.98373,0.981452,0.984408,1.844856,0.021386,0.007991
1655,0.98412,0.98373,0.981452,0.984412,1.844833,0.021386,0.007988
1656,0.98412,0.98373,0.981452,0.984415,1.844809,0.021386,0.007984
1657,0.98412,0.98373,0.981452,0.984418,1.844786,0.021386,0.007981
1658,0.98412,0.98373,0.981452,0.984426,1.844763,0.021386,0.007973
1659,0.98412,0.98373,0.981452,0.98443,1.84474,0.021386,0.007969
1660,0.98412,0.98373,0.981452,0.984438,1.844717,0.021387,0.007961
1661,0.98412,0.98373,0.981452,0.984441,1.844693,0.021387,0.007958
1662,0.98412,0.98373,0.981452,0.984449,1.84467,0.021387,0.007949
1663,0.98412,0.98373,0.981452,0.984452,1.844647,0.021387,0.007946
1664,0.98412,0.98373,0.981452,0.984461,1.844624,0.021387,0.007938
1665,0.98412,0.98373,0.981452,0.984469,1.844601,0.021387,0.00793
1666,0.98412,0.98373,0.981452,0.984472,1.844577,0.021387,0.007926
1667,0.98412,0.98373,0.981452,0.98448,1.844554,0.021387,0.007918
1668,0.984119,0.98373,0.981452,0.984479,1.844531,0.021392,0.007915
1669,0.984119,0.98373,0.981452,0.984487,1.844508,0.021392,0.007907
1670,0.984119,0.98373,0.981452,0.984495,1.844485,0.021392,0.007898
1671,0.984119,0.98373,0.981453,0.984498,1.844462,0.021397,0.00789
1672,0.984119,0.98373,0.981453,0.984506,1.844438,0.021397,0.007882
1673,0.984119,0.98373,0.981453,0.984514,1.844415,0.021397,0.007874
1674,0.984119,0.98373,0.981453,0.984522,1.844392,0.021397,0.007866
1675,0.984119,0.98373,0.981453,0.98453,1.844369,0.021398,0.007858
1676,0.984119,0.98373,0.981453,0.984538,1.844346,0.021398,0.00785
1677,0.984119,0.983729,0.981453,0.984542,1.844322,0.021402,0.007841
1678,0.984119,0.983729,0.981453,0.98455,1.844299,0.021403,0.007833
1679,0.984119,0.983729,0.981453,0.984553,1.844276,0.021407,0.007825
1680,0.984119,0.983729,0.981453,0.984556,1.844253,0.021412,0.007817
1681,0.984119,0.983729,0.981453,0.98456,1.84423,0.021417,0.007809
1682,0.984119,0.983729,0.981453,0.984563,1.844206,0.021422,0.007801
1683,0.984119,0.983729,0.981453,0.984571,1.844183,0.021422,0.007793
1684,0.984119,0.983729,0.981453,0.984574,1.84416,0.021422,0.00779
1685,0.984119,0.983729,0.981453,0.984577,1.844137,0.021422,0.007786
1686,0.984119,0.983729,0.981453,0.98458,1.844114,0.021422,0.007783
1687,0.984119,0.983729,0.981453,0.984588,1.844091,0.021422,0.007775
1688,0.984119,0.983729,0.981453,0.984591,1.844067,0.021422,0.007772
1689,0.984119,0.983729,0.981453,0.984599,1.844044,0.021423,0.007764
1690,0.984119,0.983729,0.981453,0.984607,1.844021,0.021423,0.007756
1691,0.984119,0.983729,0.981453,0.984615,1.843998,0.021423,0.007748
1692,0.984118,0.983729,0.981453,0.984623,1.843975,0.021423,0.00774
1693,0.984118,0.983729,0.981453,0.984631,1.843951,0.021423,0.007732
1694,0.984118,0.983729,0.981454,0.984639,1.843928,0.021423,0.007724
1695,0.984118,0.983729,0.981454,0.984647,1.843905,0.021423,0.007716
1696,0.984118,0.983729,0.981454,0.984654,1.843882,0.021423,0.007708
1697,0.984118,0.983729,0.981454,0.984662,1.843859,0.021423,0.0077
1698,0.984118,0.983729,0.981454,0.98467,1.843836,0.021424,0.007692
1699,0.984118,0.983729,0.981454,0.984678,1.843812,0.021424,0.007684
1700,0.984118,0.983728,0.981454,0.984686,1.843789,0.021424,0.007676
1701,0.984118,0.983728,0.981454,0.984694,1.843766,0.021424,0.007668
1702,0.984118,0.983728,0.981454,0.984702,1.843743,0.021424,0.00766
1703,0.984118,0.983728,0.981454,0.984709,1.84372,0.021424,0.007652
1704,0.984118,0.983728,0.981454,0.984717,1.843696,0.021424,0.007644
1705,0.984118,0.983728,0.981454,0.984725,1.843673,0.021424,0.007636
1706,0.984118,0.983728,0.981454,0.984733,1.84365,0.021424,0.007628
1707,0.984118,0.983728,0.981454,0.984741,1.843627,0.021424,0.00762
1708,0.984118,0.983728,0.981454,0.984749,1.843604,0.021425,0.007613
1709,0.984118,0.983728,0.981454,0.984756,1.84358,0.021425,0.007605
1710,0.984118,0.983728,0.981454,0.984759,1.843557,0.021425,0.007602
1711,0.984118,0.983728,0.981454,0.984767,1.843534,0.021425,0.007594
1712,0.984118,0.983728,0.981454,0.984775,1.843511,0.021425,0.007586
1713,0.984118,0.983728,0.981454,0.984783,1.843488,0.021425,0.007578
1714,0.984117,0.983728,0.981454,0.98479,1.843465,0.021425,0.00757
1715,0.984117,0.983728,0.981454,0.984798,1.843441,0.021425,0.007562
1716,0.984117,0.983728,0.981454,0.984806,1.843418,0.021425,0.007555
1717,0.984117,0.983728,0.981455,0.984814,1.843395,0.021426,0.007547
1718,0.984117,0.983728,0.981455,0.984821,1.843372,0.021426,0.007539
1719,0.984117,0.983728,0.981455,0.984829,1.843349,0.021426,0.007531
1720,0.984117,0.983728,0.981455,0.984837,1.843325,0.021426,0.007523
1721,0.984117,0.983728,0.981455,0.984844,1.843302,0.021426,0.007515
1722,0.984117,0.983727,0.981455,0.984852,1.843279,0.021426,0.007508
1723,0.984117,0.983727,0.981455,0.98486,1.843256,0.021426,0.0075
1724,0.984117,0.983727,0.981455,0.984867,1.843233,0.021426,0.007492
1725,0.984117,0.983727,0.981455,0.984875,1.84321,0.021426,0.007484
1726,0.984117,0.983727,0.981455,0.984883,1.843186,0.021426,0.007477
1727,0.984117,0.983727,0.981455,0.98489,1.843163,0.021427,0.007469
1728,0.984117,0.983727,0.981455,0.984898,1.84314,0.021427,0.007461
1729,0.984117,0.983727,0.981455,0.984906,1.843117,0.021427,0.007453
1730,0.984117,0.983727,0.981455,0.984913,1.843094,0.021427,0.007446
1731,0.984117,0.983727,0.981455,0.984921,1.84307,0.021427,0.007438
1732,0.984117,0.983727,0.981455,0.984929,1.843047,0.021427,0.00743
1733,0.984117,0.983727,0.981455,0.984936,1.843024,0.021427,0.007423
1734,0.984117,0.983727,0.981455,0.984939,1.843001,0.021427,0.00742
1735,0.984117,0.983727,0.981455,0.984942,1.842978,0.021427,0.007417
1736,0.984116,0.983727,0.981455,0.984944,1.842954,0.021428,0.007414
1737,0.984116,0.983727,0.981455,0.984947,1.842931,0.021428,0.007411
1738,0.984116,0.983727,0.981455,0.98495,1.842908,0.021428,0.007408
1739,0.984116,0.983727,0.981456,0.984953,1.842885,0.021428,0.007406
1740,0.984116,0.983727,0.981456,0.984955,1.842862,0.021428,0.007403
1741,0.984116,0.983727,0.981456,0.984958,1.842839,0.021428,0.0074
1742,0.984116,0.983727,0.981456,0.984961,1.842815,0.021428,0.007397
1743,0.984116,0.983727,0.981456,0.984963,1.842792,0.021428,0.007394
1744,0.984116,0.983726,0.981456,0.984971,1.842769,0.021428,0.007387
1745,0.984116,0.983726,0.981456,0.984979,1.842746,0.021428,0.007379
1746,0.984116,0.983726,0.981456,0.984986,1.842723,0.021429,0.007371
1747,0.984116,0.983726,0.981456,0.984989,1.842699,0.021429,0.007368
1748,0.984116,0.983726,0.981456,0.984992,1.842676,0.021429,0.007366
1749,0.984116,0.983726,0.981456,0.984994,1.842653,0.021429,0.007363
1750,0.984116,0.983726,0.981456,0.984997,1.84263,0.021429,0.00736
1751,0.984116,0.983726,0.981456,0.985004,1.842607,0.021429,0.007353
1752,0.984116,0.983726,0.981456,0.985012,1.842584,0.021429,0.007345
1753,0.984116,0.983726,0.981456,0.985019,1.84256,0.021429,0.007337
1754,0.984116,0.983726,0.981456,0.985027,1.842537,0.021429,0.00733
1755,0.984116,0.983726,0.981456,0.985035,1.842514,0.02143,0.007322
1756,0.984116,0.983726,0.981456,0.985042,1.842491,0.02143,0.007314
1757,0.984116,0.983726,0.981456,0.985049,1.842468,0.02143,0.007307
1758,0.984116,0.983726,0.981456,0.985052,1.842444,0.021435,0.007299
1759,0.984115,0.983726,0.981456,0.985055,1.842421,0.021439,0.007292
1760,0.984115,0.983726,0.981456,0.985058,1.842398,0.021444,0.007284
1761,0.984115,0.983726,0.981457,0.985065,1.842375,0.021444,0.007277
1762,0.984115,0.983726,0.981457,0.985073,1.842352,0.021444,0.007269
1763,0.984115,0.983726,0.981457,0.98508,1.842328,0.021444,0.007261
1764,0.984115,0.983726,0.981457,0.985088,1.842305,0.021445,0.007254
1765,0.984115,0.983726,0.981457,0.985095,1.842282,0.021445,0.007246
1766,0.984115,0.983726,0.981457,0.985102,1.842259,0.021445,0.007239
1767,0.984115,0.983725,0.981457,0.98511,1.842236,0.021445,0.007231
1768,0.984115,0.983725,0.981457,0.985117,1.842213,0.021445,0.007224
1769,0.984115,0.983725,0.981457,0.985125,1.842189,0.021445,0.007216
1770,0.984115,0.983725,0.981457,0.985132,1.842166,0.021445,0.007209
1771,0.984115,0.983725,0.981457,0.985139,1.842143,0.021445,0.007201
1772,0.984115,0.983725,0.981457,0.985147,1.84212,0.021445,0.007194
1773,0.984115,0.983725,0.981457,0.985154,1.842097,0.021446,0.007186
1774,0.984115,0.983725,0.981457,0.985162,1.842073,0.021446,0.007179
1775,0.984115,0.983725,0.981457,0.985169,1.84205,0.021446,0.007172
1776,0.984115,0.983725,0.981457,0.985176,1.842027,0.021446,0.007164
1777,0.984115,0.983725,0.981457,0.985184,1.842004,0.021446,0.007157
1778,0.984115,0.983725,0.981457,0.985191,1.841981,0.021446,0.007149
1779,0.984115,0.983725,0.981457,0.985198,1.841958,0.021446,0.007142
1780,0.984115,0.983725,0.981457,0.985206,1.841934,0.021446,0.007134
1781,0.984115,0.983725,0.981457,0.985213,1.841911,0.021446,0.007127
1782,0.984114,0.983725,0.981457,0.98522,1.841888,0.021446,0.00712
1783,0.984114,0.983724,0.981458,0.985227,1.841872,0.021447,0.007112
1784,0.984113,0.983724,0.981459,0.985235,1.841857,0.021447,0.007105
1785,0.984113,0.983723,0.981459,0.985242,1.841841,0.021447,0.007098
1786,0.984112,0.983722,0.98146,0.985249,1.841826,0.021447,0.007091
1787,0.984111,0.983722,0.981461,0.985256,1.84181,0.021447,0.007083
1788,0.984111,0.983721,0.981461,0.985264,1.841795,0.021447,0.007076
1789,0.98411,0.983721,0.981462,0.985271,1.841779,0.021447,0.007069
1790,0.98411,0.98372,0.981462,0.985278,1.841764,0.021447,0.007062
1791,0.984109,0.98372,0.981463,0.985285,1.841748,0.021447,0.007054
1792,0.984109,0.983719,0.981463,0.985293,1.841732,0.021448,0.007047
1793,0.984108,0.983719,0.981464,0.9853,1.841717,0.021448,0.00704
1794,0.984108,0.983718,0.981464,0.985307,1.841701,0.021448,0.007033
1795,0.984107,0.983718,0.981464,0.985314,1.841686,0.021448,0.007025
1796,0.984107,0.983717,0.981465,0.985321,1.84167,0.021448,0.007018
1797,0.984107,0.983717,0.981465,0.985329,1.841655,0.021448,0.007011
1798,0.984106,0.983717,0.981466,0.985336,1.841639,0.021448,0.007004
1799,0.984106,0.983716,0.981466,0.985343,1.841624,0.021448,0.006997
1800,0.984105,0.983716,0.981466,0.98535,1.841608,0.021448,0.006989
1801,0.984105,0.983715,0.981467,0.985357,1.841593,0.021448,0.006982
1802,0.984105,0.983715,0.981467,0.985364,1.841577,0.021449,0.006975
1803,0.984104,0.983715,0.981467,0.985371,1.841562,0.021449,0.006968
1804,0.984104,0.983715,0.981468,0.985378,1.841546,0.021449,0.006961
1805,0.984104,0.983714,0.981468,0.985386,1.841531,0.021449,0.006954
1806,0.984104,0.983714,0.981468,0.985393,1.841515,0.021449,0.006947
1807,0.984103,0.983714,0.981469,0.9854,1.8415,0.021449,0.006939
1808,0.984103,0.983713,0.981469,0.985407,1.841484,0.021449,0.006932
1809,0.984103,0.983713,0.981469,0.985414,1.841469,0.021449,0.006925
1810,0.984103,0.983713,0.981469,0.985421,1.841453,0.021449,0.006918
1811,0.984102,0.983713,0.981469,0.985428,1.841438,0.021449,0.006911
1812,0.984102,0.983713,0.98147,0.985435,1.841422,0.021449,0.006904
1813,0.984102,0.983712,0.98147,0.985442,1.841407,0.021449,0.006897
1814,0.984102,0.983712,0.98147,0.985449,1.841392,0.02145,0.00689
1815,0.984102,0.983712,0.98147,0.985456,1.841376,0.02145,0.006883
1816,0.984102,0.983712,0.98147,0.985463,1.841361,0.02145,0.006876
1817,0.984101,0.983712,0.981471,0.98547,1.841345,0.02145,0.006868
1818,0.984101,0.983712,0.981471,0.985477,1.84133,0.02145,0.006861
1819,0.984101,0.983711,0.981471,0.985484,1.841314,0.02145,0.006854
1820,0.984101,0.983711,0.981471,0.985491,1.841299,0.02145,0.006847
1821,0.984101,0.983711,0.981471,0.985498,1.841283,0.02145,0.00684
1822,0.984101,0.983711,0.981471,0.985505,1.841268,0.02145,0.006833
1823,0.984101,0.983711,0.981471,0.985512,1.841252,0.02145,0.006826
1824,0.984101,0.983711,0.981471,0.985519,1.841237,0.02145,0.006819
1825,0.984101,0.983711,0.981471,0.985526,1.841222,0.02145,0.006812
1826,0.9841,0.983711,0.981471,0.985533,1.841206,0.02145,0.006805
1827,0.9841,0.983711,0.981471,0.98554,1.841191,0.02145,0.006798
1828,0.9841,0.983711,0.981472,0.985547,1.841175,0.021451,0.006791
1829,0.9841,0.983711,0.981472,0.985554,1.84116,0.021451,0.006784
1830,0.9841,0.983711,0.981472,0.985561,1.841144,0.021451,0.006777
1831,0.9841,0.983711,0.981472,0.985568,1.841129,0.021451,0.00677
1832,0.9841,0.983711,0.981472,0.985575,1.841113,0.021451,0.006763
1833,0.9841,0.983711,0.981472,0.985577,1.841098,0.021451,0.006761
1834,0.9841,0.983711,0.981472,0.985584,1.841083,0.021451,0.006754
1835,0.9841,0.983711,0.981472,0.98559,1.841067,0.021451,0.006747
1836,0.9841,0.983711,0.981472,0.985597,1.841052,0.021451,0.00674
1837,0.9841,0.983711,0.981472,0.985604,1.841036,0.021451,0.006733
1838,0.9841,0.983711,0.981472,0.985611,1.841021,0.021451,0.006726
1839,0.9841,0.983711,0.981472,0.985613,1.841006,0.021451,0.006724
1840,0.9841,0.983711,0.981472,0.98562,1.84099,0.021451,0.006717
1841,0.9841,0.983711,0.981471,0.985622,1.840975,0.021451,0.006715
1842,0.9841,0.983711,0.981471,0.985629,1.840959,0.021451,0.006708
1843,0.984101,0.983711,0.981471,0.985631,1.840944,0.021452,0.006706
1844,0.984101,0.983711,0.981471,0.985638,1.840928,0.021452,0.0067
1845,0.984101,0.983711,0.981471,0.985639,1.840913,0.021452,0.006697
1846,0.984101,0.983711,0.981471,0.985646,1.840898,0.021452,0.006691
1847,0.984101,0.983711,0.981471,0.985648,1.840882,0.021452,0.006689
1848,0.984101,0.983711,0.981471,0.985655,1.840867,0.021452,0.006682
1849,0.984101,0.983711,0.981471,0.985657,1.840851,0.021452,0.00668
1850,0.984101,0.983711,0.981471,0.985664,1.840836,0.021452,0.006673
1851,0.984101,0.983712,0.981471,0.985671,1.840821,0.021452,0.006666
1852,0.984101,0.983712,0.981471,0.985677,1.840805,0.021452,0.006659
1853,0.984101,0.983712,0.981471,0.985684,1.84079,0.021452,0.006652
1854,0.984102,0.983712,0.98147,0.985691,1.840774,0.021452,0.006645
1855,0.984102,0.983712,0.98147,0.985698,1.840759,0.021452,0.006638
1856,0.984102,0.983712,0.98147,0.985704,1.840744,0.021452,0.006632
1857,0.984102,0.983712,0.98147,0.985711,1.840728,0.021452,0.006625
1858,0.984102,0.983712,0.98147,0.985718,1.840713,0.021452,0.006618
1859,0.984102,0.983713,0.98147,0.985725,1.840697,0.021452,0.006611
1860,0.984102,0.983713,0.98147,0.985731,1.840682,0.021452,0.006604
1861,0.984102,0.983713,0.981469,0.985738,1.840667,0.021453,0.006597
1862,0.984103,0.983713,0.981469,0.985745,1.840651,0.021453,0.006591
1863,0.984103,0.983713,0.981469,0.985752,1.840636,0.021453,0.006584
1864,0.984103,0.983713,0.981469,0.985758,1.84062,0.021453,0.006577
1865,0.984103,0.983713,0.981469,0.985765,1.840605,0.021453,0.00657
1866,0.984103,0.983714,0.981469,0.985772,1.84059,0.021453,0.006564
1867,0.984103,0.983714,0.981468,0.985778,1.840574,0.021453,0.006557
1868,0.984104,0.983714,0.981468,0.985785,1.840559,0.021453,0.00655
1869,0.984104,0.983714,0.981468,0.985792,1.840543,0.021453,0.006543
1870,0.984104,0.983714,0.981468,0.985798,1.840528,0.021453,0.006536
1871,0.984104,0.983714,0.981468,0.985805,1.840513,0.021453,0.00653
1872,0.984104,0.983715,0.981468,0.985812,1.840497,0.021453,0.006523
1873,0.984104,0.983715,0.981467,0.985818,1.840482,0.021453,0.006516
1874,0.984105,0.983715,0.981467,0.985825,1.840466,0.021453,0.00651
1875,0.984105,0.983715,0.981467,0.985832,1.840451,0.021453,0.006503
1876,0.984105,0.983715,0.981467,0.985838,1.840436,0.021453,0.006496
1877,0.984105,0.983716,0.981467,0.985845,1.84042,0.021453,0.006489
1878,0.984105,0.983716,0.981466,0.985852,1.840405,0.021453,0.006483
1879,0.984106,0.983716,0.981466,0.985858,1.840389,0.021453,0.006476
1880,0.984106,0.983716,0.981466,0.985865,1.840374,0.021454,0.006469
1881,0.984106,0.983716,0.981466,0.985871,1.840359,0.021454,0.006463
1882,0.984106,0.983717,0.981466,0.985878,1.840343,0.021454,0.006456
1883,0.984107,0.983717,0.981465,0.985885,1.840328,0.021454,0.006449
1884,0.984107,0.983717,0.981465,0.985891,1.840313,0.021454,0.006443
1885,0.984107,0.983717,0.981465,0.985898,1.840297,0.021454,0.006436
1886,0.984107,0.983718,0.981465,0.985904,1.840282,0.021454,0.006429
1887,0.984107,0.983718,0.981464,0.985906,1.840266,0.021454,0.006428
1888,0.984108,0.983718,0.981464,0.985913,1.840251,0.021454,0.006421
1889,0.984108,0.983718,0.981464,0.985919,1.840236,0.021454,0.006414
1890,0.984108,0.983719,0.981464,0.985926,1.84022,0.021454,0.006408
1891,0.984108,0.983719,0.981464,0.985932,1.840205,0.021454,0.006401
1892,0.984109,0.983719,0.981463,0.985939,1.84019,0.021454,0.006394
1893,0.984109,0.983719,0.981463,0.985945,1.840174,0.021454,0.006388
1894,0.984109,0.983719,0.981463,0.985952,1.840159,0.021454,0.006381
1895,0.984109,0.98372,0.981463,0.985958,1.840143,0.021454,0.006375
1896,0.98411,0.98372,0.981462,0.985965,1.840128,0.021454,0.006368
1897,0.98411,0.98372,0.981462,0.985971,1.840113,0.021454,0.006362
1898,0.98411,0.98372,0.981462,0.985973,1.840097,0.021454,0.00636
1899,0.98411,0.983721,0.981462,0.985979,1.840082,0.021454,0.006353
1900,0.984111,0.983721,0.981461,0.985986,1.840067,0.021455,0.006347
1901,0.984111,0.983721,0.981461,0.985992,1.840051,0.021455,0.00634
1902,0.984111,0.983721,0.981461,0.985999,1.840036,0.021455,0.006334
1903,0.984111,0.983722,0.981461,0.986005,1.84002,0.021455,0.006327
1904,0.984112,0.983722,0.98146,0.986012,1.840005,0.021455,0.00632
1905,0.984112,0.983722,0.98146,0.986018,1.83999,0.021455,0.006314
1906,0.984112,0.983723,0.98146,0.986024,1.839974,0.021455,0.006307
1907,0.984112,0.983723,0.981459,0.986031,1.839959,0.021455,0.006301
1908,0.984113,0.983723,0.981459,0.986037,1.839944,0.021455,0.006294
1909,0.984113,0.983723,0.981459,0.986044,1.839928,0.021455,0.006288
1910,0.984113,0.983724,0.981459,0.98605,1.839913,0.021455,0.006281
1911,0.984114,0.983724,0.981458,0.986057,1.839897,0.021455,0.006275
1912,0.984114,0.983724,0.981458,0.986063,1.839882,0.021455,0.006268
1913,0.984114,0.983724,0.981458,0.986069,1.839867,0.021455,0.006262
1914,0.984114,0.983725,0.981458,0.986076,1.839851,0.021455,0.006255
1915,0.984115,0.983725,0.981457,0.986077,1.839836,0.021455,0.006254
1916,0.984115,0.983725,0.981457,0.986079,1.839821,0.021455,0.006252
1917,0.984115,0.983726,0.981457,0.98608,1.839805,0.021455,0.006251
1918,0.984115,0.983726,0.981456,0.986082,1.83979,0.021455,0.006249
1919,0.984116,0.983726,0.981456,0.986083,1.839774,0.021455,0.006248
1920,0.984116,0.983726,0.981456,0.986085,1.839759,0.021455,0.006246
1921,0.984116,0.983727,0.981456,0.986091,1.839744,0.021455,0.006239
1922,0.984117,0.983727,0.981455,0.986097,1.839728,0.021455,0.006233
1923,0.984117,0.983727,0.981455,0.986104,1.839713,0.021456,0.006227
1924,0.984117,0.983728,0.981455,0.98611,1.839698,0.021456,0.00622
1925,0.984117,0.983728,0.981454,0.986116,1.839682,0.021456,0.006214
1926,0.984118,0.983728,0.981454,0.986123,1.839667,0.021456,0.006207
1927,0.984118,0.983728,0.981454,0.986129,1.839652,0.021456,0.006201
